,title,url,co,sal,head,descp
72,"
Full Stack Developer",/company/knowhowlearning.in/jobs/Full-Stack-Developer-cb5cda74d6dcefdc?fccid=0933c5f96a80e8c5&vjs=3,"
knowhowlearning.in","


₹8,55,372 a year

",knowhowlearning.in,"Job DescriptionWe are looking for a seasoned full-stack engineer to build out and manage our entire web infrastructure. Successful candidates will have a minimum of three years’ recent experience with all of the skills listed below.Our project entails implementing our pre-approved UI, constructing our API, connecting the two, and setting up our server infrastructure. This includes all associated areas such as database and architecture design.Responsibilities- Design and implementation of the overall web architecture- “Pixel-perfect” implementation of our approved user interface- Design and deployment of our database- Ensuring the entire stack is designed and built for speed and scalability- Design and construction of our REST API- Integrating our front-end UI with the constructed API- Design and implementation of continuous integration and deploymentSkills - At least three years experience with:- Writing HTML, CSS, and JavaScript. Being up on latest practices is a must, e.g., HTML5, CSS3, and ECMAScript 6 (minimum)- Experience in Javascript and Python- Database design and management, including being up on the latest practices and associated versions- Server management and deployment for the relevant environment- Familiarity with a relevant and globally supported framework—both front-end and back-end . Angular 7 & Express (Nodejs ) preferred- Ideally, familiarity with CSS preprocessors, bundlers, and associated languages/syntaxes/libraries e.g Sass, Less, and webpack- Thorough understanding of user experience and possibly even product strategy- Experience implementing testing platforms and unit tests- Proficiency with Git- Appreciation for clean and well documented code.Job Type: Full-timeSalary: Up to ₹855,372.00 per yearSchedule:Day shiftFlexible shiftEducation:Bachelor's (Preferred)Experience:Angular: 3 years (Preferred)JavaScript: 2 years (Preferred)Python: 2 years (Preferred)Work Remotely:Temporarily due to COVID-19COVID-19 Precaution(s):Remote interview process"
73,"
Software Engineer - Full Stack developer",/rc/clk?jk=56d75a8ddc03beb0&fccid=d84f9db1a20debec&vjs=3,"
Eudemonic",N.A,Eudemonic,"Job Requirements
Candidate must have 1-5 years of hands on windows/web application development experience using the mix of following technologies
Net 4.5+, C#, Asp.net, Core, Dapper, Node.js
HTML/CSS, Bootstrap 3+, JavaScript/Jscript, Angular 6+
Microsoft SQL Server 2019, MySQL 5.0, MongoDB
Experience working with Microsoft Visual Studio 2019, Visual Studio Code
Good understanding of OOPS (Object Oriented Programming).
Good understanding of working with MVC design pattern and Web-api
Understanding of code repository tools like Github, Bitbucket, SVN.
Understanding of bug tracking tool such as Jira etc.
Solid background in algorithms and data structures.
Strong technical and analytical skills.
Excellent English communication skills; written, verbal, and presentation.
Bachelor or Master’s Degree in CS or any Engineering discipline from a reputed engineering college.
Non-technical competencies
Must have a passion to explore and learn the latest ongoing in the design world and educate the team whenever required.
Be open to receiving feedbacks and improve upon that.
Strong analytical and problem solving skills paired with the ability to develop creative and efficient solutions
Ability to communicate clearly and concisely, both orally and in writing and be able to explain issues
Distinct customer focus and quality mindset
Ability to work both independently and in a team
Ability to work under pressure with a solid sense for setting priorities
Ability to lead, educate, learn and motivate others
Ability to set priorities, meet deadlines and manage multiple projects simultaneously
send in your profiles to deepak.goyal@eudemonic.co.in mentioning the Position name in the Subject line we will get back to you."
74,"
Laravel Developer",/rc/clk?jk=aac6be81c3b4a860&fccid=a6885d566e0b2ab5&vjs=3,"
ColoredCow",N.A,ColoredCow,"Do you eat, drink and breath Laravel?
Is this journey for you?
Over the last 3 years, we’ve built some amazing platforms, ranging from improved care for cancer patients to automating operations of skill development non-profits, the list of applications is endless. Most of these platforms were built on Laravel.

Over the last few months, we have experienced a tremendous growth in the social and healthcare sector. The need for building meaning software for these sectors is growing and this year we’re planning to bridge the gap with more applications. Most of them will be built on Laravel.

To sum it up, we love the Laravel framework and we’re looking for one of you to join our tribe. We’re welcoming freshers who have just graduated as well as experienced professionals who can bring some fresh perspective to our team.

We guarantee an immense amount of professional and personal growth, opportunity to work and build and a competitive salary based on your skills, values and what you bring to the table.
Your itinerary
You will be required to work as a full-stack developer, capable of working on applications independently. You are the owner and the delivery in-charge of your code. To dive into the details you will be:

Developing in Laravel on the LAMP stack
Understanding the business domain and working in close proximity with the clients to discuss requirements and deliver end to end results
Building
custom software, developing on both clientside and serverside.
integrations with 3rd party tools and services
unit tests for your modules
Owning the maintenance of cloud infrastructure for your applications.
Working collaboratively in a healthy environment of learning and knowledge sharing
Evolve as a professional
Apart from work, we expect you to read, write and grow as a software developer. Watch Laracasts over Netflix at night and hog on these books:

Pragmatic Programmer, by Andy Hunt and Dave Thomas
Passionate Programmer, by Chad Fowler
Code Complete 2, by Steve McConnell
Version Control by Example, by Eric Sink

If you like the above-mentioned list, go for these as well.

The Goal, by Eliyahu M. Goldratt
Eat that Frog, by Brian Tracy
What you need to begin your journey
We expect graduates to be adept at the basics.

Languages – PHP, HTML, CSS, JavaScript, MySQL
Learning new technologies and frameworks
Object – Oriented Programming, MVC architecture
Concepts – Databases, SDLC, data structures.

If you’ve gained certain experience in the field we expect you to have a holistic knowledge of Laravel and PHP ecosystem :

Frameworks and libraries
Back-end programming: Laravel 5.6, WordPress, CodeIgniter
Front-end programming: ECMAScript 2016, SASS/LESS, Bootstrap3/4
Tools – Git, Github, SublimeText/VSCode, NPM, Composer, Grunt/Gulp, Browser DevTools, Linux shell
Concepts – Version Control, Design Patterns, Continuous Integration and Testing frameworks in Laravel, performance optimization, programming standards and best practices.
Infrastructure: Amazon Web Services like EC2, S3, Route 53, RDS, ELB; Web servers (Apache or Nginx), REST APIs"
75,"
Sr Java Full stack developer",/rc/clk?jk=f34de4f5e2e5ef73&fccid=be293f1def77a963&vjs=3,"

Gartner",N.A,Gartner504 reviews,"What makes Gartner a GREAT fit for you? When you join Gartner, you’ll be part of a team with a no-limits mindset that helps the world become smarter and more connected. We’re the world’s leading research and advisory company that steers clients toward the right decisions with business and technology insights they can’t find anywhere else. Our associates enjoy a collaborative work environment with exceptional training and career development. If you like working with a curious, supportive, high-performing team, Gartner is the place for you.
Interested in learning more, view and register for any of our upcoming recruiting events here!
Gartner is in need of a well-rounded and motivated full stack Software Developer who will be part of a team developing and supporting applications. This team delivers data driven companion services (e.g. Search, Recommendations, Email etc.) and Data Engineering support for various Gartner products (including the Gartner.com website).
What you’ll do:
Work with the application leads on application architecture and develop new features using Java/Spring and JS (React.js, Angular.js, JQuery.js).
Performing Java development tasks to deliver new and upgraded web-based solutions to a Cloud based Docker production environment.
Work with both in-house and external resources on development.
Collaborate closely with design, product, other stakeholders to develop new solutions.
Identify and resolve web performance, usability and scalability issues.
Ensure code integrity standards and code best practice.
What you’ll need:
Must have 2-5 Years of experience with Java based front end and backend development.
Must have 4-7 years of experience in Solution, Design and Development of Cloud based web applications using Java, Javascript Framework (Angular/Ember/ReactJS etc), Microservices, Docker, SQL, Jenkins Pipeline
Must have 5+ Years of experience working with Postgres, or Oracle or equivalent enterprise RDBMS system.
Demonstrated experience in working AWS.
Good understanding of Apache Solr or Elastic Search
Must have excellent understanding of REST based APIs
Must have excellent understanding of Object-Oriented Programming with design patterns.
Must have excellent understanding of TDD/BDD
Must have excellent understanding of HTML5, CSS3 and Responsive web design.
Demonstrated Ability to use GIT.
Understanding of CSS extensions and frameworks such as SASS.
Highly Motivated, Self-driven with problem solving skills.
Strong communication / interpersonal skills.
Experience with Agile methodologies such as SCRUM.
Experience with Jenkins, Maven
What we offer:
In addition to an outstanding work environment with rapid advancement potential, Gartner associates enjoy exceptional compensation and benefits, including:
An upbeat, positive culture. Integrity, objectivity, collaboration, results and a no-limits mindset are central to our values
Limitless growth. We work with you to help you meet your goals and advance within the company
Encouragement to be innovative and challenge status quo
Exposure to industry leading training and development
Performance based recognition and rewards
Who are we:
Gartner is the world’s leading research and advisory company, offering information, advice and tools for business leaders. We provide objective and invaluable insights to our C-level executive clients, where we guide them to achieve the mission-critical priorities of their organization. We’ve grown exponentially since our founding in 1979 and now employ over 17,000 associates globally and support 12,000 clients in more than 100 countries.
Our awards and accolades:
Fortune World’s Most Admired Companies 2016, 2017, 2018, 2019 & 2020
Forbes America’s Best Employers 2018, 2019; Best Management Consulting Firms 2017, 2018, 2019
Human Rights Campaign Corporate Equality Index Best Places to Work for LBGTQ Equality 2018, 2019 & 2020
Job Requisition ID:54085
By submitting your information and application, you confirm that you have read and agree to the country or regional recruitment notice linked below applicable to your place of residence.
Gartner Applicant Privacy Link: https://jobs.gartner.com/applicant-privacy-policy
For efficient navigation through the application, please only use the back button within the application, not the back arrow within your browser."
76,"
Full Stack Developer",/rc/clk?jk=6cd85535d183d07d&fccid=5b77d3541b42959f&vjs=3,"
Caliber Hunt",N.A,Caliber Hunt,"Responsibilities-

Solve complex performance problems and architectural challenges-

Build reusable code and libraries for future use

Build efficient, testable, and reusable NodeJS modules
Have great exposure of ReactJS and its architectural components
End-to-end ownership of modules, including designing, development, validation, deploymentExperience with SQL/NoSQL databases and their declarative query languages (MySQL, and Mongo dB)Strong knowledge of the common NODE JS or web server exploits and their solutions

2.00-6.00 Years

Bachelor Of Computer Application (B.C.A), Bachelor Of Technology (B.Tech/B.E)"
77,"
Engineer- Full Stack Developer",/rc/clk?jk=4d67c1178d774780&fccid=36801496409e6dc9&vjs=3,"

dunnhumby",N.A,dunnhumby57 reviews,"Gurgaon

Most companies try to meet expectations, dunnhumby exists to defy them. Using big data, deep expertise and AI-driven platforms to decode the 21st century human experience – then redefine it in meaningful and surprising ways that put customers first. Across digital, mobile and retail. For brands like Tesco, Coca-Cola, Procter & Gamble and PepsiCo.

We’re looking for a Senior Developer who expects more from their career. The Senior Developer will join the Media Engineering Team, which is part of Technology & Services. This individual is responsible for technical decisions and directions for one/many projects. Develop software solutions, conferring with product managers, studying system flow, data usage, investigating problem areas, following SDLC. Determine operational feasibility by evaluating analysis, problem definition, requirements and solutions. Develop documentation, flowchart, layouts, diagrams, charts, code comments and clear codes. Prepare and install solutions by determining and designing system specifications, standards and programming. Improves operations and recommend changes. Support and develop software engineers. Design, develop and implement unit and scenario testing for existing code base and for new functionality. Developing solutions for could and perm platform.

What we expect from you

Experience in .Net Core 3.x with C# 8.0
Experience in PostgreSQL / MS SQL
Experience in Angular 5+ / React
Experience in Web API
Good knowledge of any cloud platform like Azure / Google cloud / AWS
Typescript 2.5+ / Javascript / jQuery
Docker / Containerization
Microservices / Architecture Patterns
Good understanding of Design principles
TDD
Git

What you can expect from us

We won’t just meet your expectations. We’ll defy them. So you’ll enjoy the comprehensive rewards package you’d expect from a leading technology company. But also, a degree of personal flexibility you might not.

Plus, thoughtful perks, like early finish Friday and your birthday off.

You’ll also benefit from an investment in cutting-edge technology that reflects our global ambition. But with a nimble, small-business feel that gives you the freedom to play, experiment and learn.

And we don’t just talk about diversity and inclusion. We live it every day – with thriving networks including dh Women’s Network, dh Proud, dh Parent’s & Carer’s, dh One and dh Thrive as the living proof. Everyone’s invited.

Our approach to Flexible Working

At dunnhumby, we value and respect difference and are committed to building an inclusive culture by creating an environment where you can balance a successful career with your commitments and interests outside of work.

We believe that you will do your best at work if you have a work / life balance. Some roles lend themselves to flexible options more than others, so if this is important to you please raise this with your recruiter, as we are open to discussing agile working opportunities during the hiring process.

For further information about how we collect and use your personal information please see our Privacy Notice"
78,"
Front End Developer",/company/DotReview/jobs/Front-End-Developer-df086ae94bc2a6cb?fccid=8abea3c89dfa922c&vjs=3,"
DotReview","


₹6,00,000 - ₹12,00,000 a year

",DotReview,"We at Dotreview are actively hiring for experienced Front End Developer for Gurgaon location.Minimum Requirement:1) Good understanding of MERN stack2) Proficient in JavaScript ,HTML5, CSS3) Experience with build tools (Webpack,babel,etc)4) Testing frameworks (Jest,karma,etc)5) Must have expertise in delivering pixel perfect user Interface with covering all major Non-functional requirements tooWhat we're looking for can be summed up in 2 simple points -1) Alignment with the small close-knit team at DotReview. This is with respect to vision, work culture and other similar aspects.2) Flexibility in the work being done. You will be dealing with web development End to End i.e. frontend including DevOps. You need not be extremely proficient in all of these, but would need to adapt and learn quickly.What we offer:1) Most importantly, you will have fun working with a fast-paced team on a product that can make impact globly. As the team is small, you will easily be able to see direct impact of what you build on our customers (Trust us - it is extremely fulfilling!)2) You will be in charge of what you build and be an integral part of the product development process.Job Type: Full-timeSalary: ₹600,000.00 - ₹1,200,000.00 per yearBenefits:Health insuranceSchedule:Day shiftSupplemental Pay:Joining bonusPerformance bonusExperience:Programming / HTML: 1 year (Preferred)total work: 1 year (Required)javascript: 1 year (Preferred)ReactJS: 1 year (Preferred)Work Remotely:NoCOVID-19 Precaution(s):Remote interview processTemperature screeningsSocial distancing guidelines in placeSanitising, disinfecting, or cleaning procedures in place"
79,"
Senior Software Engineer / Full Stack Developer",/rc/clk?jk=f986ab46fa15df31&fccid=7545d1c74b8bc8c1&vjs=3,"
Squareboat",N.A,Squareboat,"We are looking for software engineers with strong logical skills and a passion to code and build successful products.
What are you going to do?
Write high quality backend and frontend code on cutting-edge technology stacks including Laravel, Nodejs, Python, React, Angular, MySQL, MongoDB, Firebase, Elastic Search, Docker, AWS etc. for our clients
Build cutting edge, large scale web projects
Manage software projects using tools like JIRA, Trello, Slack and others
Collaborate with a team of smart and passionate developers
Contribute to some of our Squareboat Open Source projects
Work on our internal Labs projects including Hackr.io, Spectrum, Navigator and more!
You need to have:
3+ years of relevant software development experience
Understanding of atleast one backend technology: PHP/Laravel, Node.js/Express/Nest, Python/Django etc.
Understanding of atleast one frontend technology: React, Angular, Vue.js etc.
Knowledge of MySQL, MongoDB, Firebase, Elastic Search, Docker, AWS etc. is a big plus
Some interesting side projects you have done or a Github profile with real open source contributions will be a HUGE plus
A good understanding of the software development lifecycle
In-depth expertise on web/client-server architectures is a plus
Strong logic and problem solving skills and ability to troubleshoot applications & environment issues
Adaptability, ability to learn faster, Independent, responsible and diligent
Bachelor’s degree in Computer Science, Computer Engineering or a related technical discipline
Strong communication skills"
80,"
Senior Software Engineer - Full Stack",/rc/clk?jk=c67628744d5b2501&fccid=de8e678676d2768d&vjs=3,"
The Economist Newspaper Limited",N.A,The Economist Newspaper Limited,"Introduction:
The Economist Group is the leading source of analysis on international business and world affairs. We deliver our information through a range of formats, from newspapers and magazines to events and electronic services.
The Senior Software Engineer — Full Stack works within the Client Solutions department of The Economist Group and is responsible for the development of digital deliverables from start to finish, working with our in house teams and partners to create digital experiences that deliver value for users and customers.
You can expect to be working on an exciting array of technical challenges including interactive storytelling web experiences, our component library, our modern content platform architecture, data visualisation, and advertising and data technology integrations.
As well as working independently on producing high quality code that addresses a range of use cases, the role also entails working with other developers to help set our technical standards, participate in code reviews and testing protocols, ensuring partner quality, and collaborating with product and other teams on our agile delivery workflow.
The role will suit a motivated and experienced developer who enjoys working with autonomy in a creative and entrepreneurial environment, and has a strong commitment to producing high quality code, and performant, user-focused digital experiences.

Accountabilities:

How you will contribute:
Lead the development of storytelling driven digital experiences, and bespoke ad tech and content focused products
Work with designers, product owners, and delivery managers within our organisation and with our partners to create a seamless user experience
Create and maintain CI processes and tools working with devops and other teams inside our organisation
Contribute to technical documentation of output and contribute to our agile workflows
Collaborate with analytics, infrastructure, information security and other group teams to ensure successful delivery and ongoing maintenance of digital assets
Participate in new and emerging technology evaluations, R&D and adoption
Don’t feel you have to tick every box, the ‘perfect candidate’ doesn’t exist. If you think you can do most of what we are looking for, you could be exactly what we need!
Experience, skills and professional attributes:

The ideal skills for this role include:
3+ years of relevant experience
You’re comfortable working in the browser as well as in the backend, with experience creating compelling web experiences that delight and engage users
Experience in modern frameworks such as React or Vue
Experience writing automated tests, deployment pipelines and automation in general
Confident with spinning up new infrastructure to support quick web services
CMS experience (Contentful, Strapi or other similar technology experience particularly welcome)
Experience with Git workflow and CI processes and tools (Github Actions, Circle CI, or others)
Solid understanding of Google Analytics and other web analytics tools
You’ll value well-thought-out and straightforward solutions to problems
Mentorship experience: you’ll have been seen as a go-to person in your last role, and you have a strong ability to multitask, work independently, and move between distinct projects
Good technical project management skills: taking a set of requirements, breaking the work down, and communicating requirements is second nature
An interest in, and understanding of current trends in design, technology & media
Understanding of the tools, techniques and principles required to support the maintenance and security of a sizeable web estate"
81,"
Full Stack Java Developer",/company/Ramognee-Technologies-Pvt.-Ltd./jobs/Full-Stack-Java-Developer-64fd012306fe6851?fccid=5a1e2b503d511aea&vjs=3,new,"


₹3,00,000 - ₹7,00,000 a year

",Ramognee Technologies Pvt. Ltd.,"Job Description Is Cyber Security your passion? Are you interested in building a new-age next-generation Make-In-India Cybersecurity product? Do you want to revolutionize the way people manage security testing and have a direct and immediate impact on hundreds of thousands of users?We, are a start-up and focus on creating the Next Generation Cyber Security products. Our strength is our understanding DevSecOps and Cyber Security. We believe we can change the approach to cybersecurity and our product/s would be consumed exhaustively across domains globally.Position Technical - Position Code- FSJD - Location- GurgaonJob Purpose:  We are looking for a skilled Full stack Java Developer to join our development team. The role requires an individual who is self-motivated, responsible, and willing to take full responsibility for the project. Should have strong hands-on experience in Java, Advanced Java, Spring Boot, AngluareJs/Bootstrap. Would be responsible for the initial creation of plugin and then into other new features of the products along with at times help in customization of certain features etc. The person will also be responsible for profiling and improving front-end performance and documenting our front-end codebase.To ensure success you should have in-depth knowledge of technologies and concepts, excellent front-end & back-end coding skills, and a good understanding of progressive web applications. The developer should be able to design and build modern user interface components to enhance application performanceJob Duties: Meeting with the development team to discuss user interface ideas and applications.Reviewing application requirements and interface designs.Identifying web-based user interactions.Developing and implementing highly responsive user interface components using React concepts.Writing application interface codes using JavaScript following React.js workflows.Troubleshooting interface software and debugging application codes.Developing and implementing front-end architecture to support user interface concepts.Monitoring and improving front-end performance.Documenting application changes and developing updatesSkills/Qualifications: Bachelor's Degree in Computer Science or Engineering or MCA /BCA/ Graduate with Computer Development BackgroundA minimum of 5+ years of experience in a software development organization with the last 3 years of experience of working on products/projects focused on the must-have skills.Preference would be given to candidates who have worked in a cybersecurity product development company. If the candidate is strong and has the lesser experience, the candidate can be consideredStrong communication (written/oral) and report project progress, risk, and issues to relevant internal and external stakeholders.Should be a self-starter and self-motivated problem solver with an understanding of Standalone, Client/Server, microservices, and Cloud software project implementationAbility to understand project requirement gathering/adjustment from the product team and should be able to break these requirements into stories level.Command over basic productivity tools like MS Office etc. and documentationMust-Have SkillsSkills (Mandatory)- Spring Boot, MySQL, Spring MVC, CSS, HTML, Bootstrap and front-end languages, Git, Java 7,8, REST APIStrong understanding of JAVA and REST API and its creation and best practicesExperience with user interface design.Knowledge of performance testing frameworks including Mocha and Jest etc.Experience with browser-based debugging and performance testing software.Excellent troubleshooting skills.Proper code documentation and commenting along with editing of SRS with the changes, proper code commenting, updating of documentation in a timely manner, building log files for debugging and finding out bugsGood to haveKnowledge of Docker, Junit, Hibernate, Jenkins pipelineKnowledge of Python/Django.REACT tools including React.js, Webpack, Enzyme, Redux, and Flux & project management skills.Expected Start Date: 7/6/2021Job Types: Full-time, Walk-InPay: ₹300,000.00 - ₹700,000.00 per yearSchedule:Morning shiftCOVID-19 considerations:We are encouraging Work From Home Presently with daily callsEducation:Bachelor's (Preferred)Experience:Bootstrap: 3 years (Required)RestAPI: 2 years (Required)Fullstack: 3 years (Preferred)Spring: 3 years (Required)Spring Boot: 3 years (Required)Java: 3 years (Required)Work Remotely:Temporarily due to COVID-19"
82,"
Full Stack Developer",/rc/clk?jk=e580f8cd9863e12b&fccid=8a2b0703a1f53929&vjs=3,"
Stratbeans Consulting",N.A,Stratbeans Consulting,"Role: Full Stack Developer
Location: Gurugram
Role Type: Full Time Industry eLearning
CTC: As per the industry norms
Position would be reporting to: Team Manager
Description
Stratbeans' leadership team from IIT and IIM grads, is looking forward to candidates for the position of Technical Lead - Full Stack (TL).
Are you the one
If you are an innovative and entrepreneurial technologist stuck in a time loop,working in large/small company, as you dream for an opportunity where your ideas can be realized into elegant software solutions in team work with like minded technologists, Stratbeans is the place for you.
What kind of product we have and the stack
We develop web & mobile SaaS software product, like GoPerform (Machine learning based search engine), Atum-Barium Learning Management system, Doctor E learning (E learning Optimization Tool). Our technology in the web/mobile product/service space and we use LAMP based stack over AWS, with PHP, Python, ElasticSearch, AR integration, Oculus Rift VR, NLTK, Tensorflow, Various AI Api for Image Recognition, Text Recognition, Language Translation.
What kind of candidate are we looking for
We are looking for hands on FULL STACK technologist who should have a knack to manage a team of software developers.

In Stratbeans, unlike a large company, there would be a huge variety of technologies that one would be expected to work in. So skill to multitask and be able to ramp up to newer areas quickly is very important.

TL is expected to take ownership and provide successful business products.
For extraordinary performers
Moreover, for TLs who exhibit great performance with us, Stratbeans will be extending financial incentives / outcome drive bonus and other core group benefits.
Desired Skills
Experience
3 - 6 Years experience, of hands on programming is preferred.
Location
Preferred Location : Bangalore
Other Location : Gurgaon
Must Have
Candidate should be from a demostrable programming background either from CS or by nature of the job the candidate have been part of complex product development solutioning.
Professional experience of working in web technology with PHP, with proven examples of successful projects, with HANDONS coding
Proficient in Javascript, AngularJS, MySQL
Worked on PHP MVC Platforms like YII / Laravel etc
Strong analytical and problem solving skills
Hands on solid grasp on writing test cases unit, functional etc
Well versed with SDLC / Agile flow
Exposure to Android OR iOS development
Should be comfortable with Distributed revision control (GIT) / GitFlow (release management)
Good to Have
Experience in managing client requirement. Should have managed clients directly and should have extroverted personality
Cloud Technologies like: AWS, EC2, RDS, Auto Scaling etc
Good if the person knows above DevOps / CI / CD
Our product makes use of machine learning / AI Algorithms / AI integrations in the background, and candidate with those experience would be preferred
B.S / M.S from Top Institutes like IITs are preferred"
83,"
Full Stack Developer",/company/Xrdigitech-Global-Pvt-Ltd/jobs/Full-Stack-Developer-9b09230dc9537e1f?fccid=b0eed285f1a3542f&vjs=3,"
Xrdigitech Global Pvt Ltd","


₹3,00,000 - ₹4,50,000 a year

",Xrdigitech Global Pvt Ltd,"Job DescriptionWe are looking for a highly skilled computer programmer who is comfortable with both front and back end programming (Full Stack Developer). Full-stack developers will be responsible for developing and designing front end & back end web architecture, ensuring the responsiveness of applications, and working alongside graphic designers for web design features, among other duties.Full-stack developers will be required to see out a project from conception to final product, requiring good organizational skills and attention to detail.Full Stack Developer Responsibilities:  Developing front end website architecture. Designing user interactions on web pages. Developing Front end & back-end website applications. Creating servers and databases for functionality. Ensuring cross-platform optimization for mobile phones. Ensuring responsiveness of applications. Working alongside graphic designers for web design features. Seeing through a project from conception to finished product. Designing and developing APIs. Meeting both technical and consumer needs. Staying abreast of developments in web applications and programming languages.Full Stack Developer Requirements: Degree in computer science. Experience of 3+ Years in Mobile and Web Application Development Strong organizational and project management skills. Proficiency with fundamental front-end languages such as HTML, CSS, and JavaScript. Familiarity with JavaScript frameworks such as Angular JS, React, NodeJS and Amber. Proficiency with server-side languages such as Python, Ruby, Java, PHP, and .Net. Familiarity with database technology such as MySQL, Oracle, and MongoDB. Excellent verbal communication skills.Expected Start Date: 24/5/2021Job Type: Full-timeSalary: ₹300,000.00 - ₹450,000.00 per yearBenefits:Paid sick timePaid time offWork from homeSchedule:Morning shiftSupplemental Pay:Performance bonusEducation:Bachelor's (Preferred)Experience:Angular: 2 years (Preferred)total work: 2 years (Preferred)Java: 2 years (Preferred)"
84,"
Web Full Stack Developer",/rc/clk?jk=c0db97036c94217b&fccid=794b25092a6f98e8&vjs=3,"
AlbaSmart",N.A,AlbaSmart,"Candidate with 3+Years experience, with skillset of C++, HTTP, REST API’s , JSON , NodeJs, TCP , Jquery, GIT, AWS, knowledge & willingness to learn MQTT , basic knowledge DBMS. Exposure to IOT will be preferred."
85,"
Front-end developer H/F",/company/Mansa-Infrastructure/jobs/Front-End-Developer-H-F-4dff4c69ac409036?fccid=b0344f0979ce3b26&vjs=3,new,"


₹12,000 - ₹18,000 a month

",TESQ,"We are a young startup looking for a React front-end developer to join our product team.You must be both technically proficient and have a keen eye for design and UI/UX.You should be able to demonstrate hands-on experience at writing high quality code following best practices.ResponsibilitiesIn general, you’ll work closely with the UI/UX lead to create elegant and responsive interfaces across multiple devices. You will, therefore:write quickly scalable and reusable codedesign new features and screenscollaborate with back-end developers and web designers to improve usabilitySkills and qualificationsYou will need to demonstrate:profound knowledge of React, JavaScript, HTML5 and CSSunderstanding of REST APIs and micro-service architecturea solid understanding of cross-browser compatibility issues, and ways to work around themexperience of debugging using JavaScript-based tools like Chrome Developer Consoleexposure to code versioning tools like Git and some testing toolsThe following would also be a significant plus:some exposure to full-stack developmenta good understanding of SEO principlesJob Types: Full-time, Walk-InSalary: ₹12,000.00 - ₹18,000.00 per monthEducation:Bachelor's (Preferred)Experience:React: 1 year (Required)total work: 1 year (Required)"
86,"
Analyst - Full-Stack Application/ SQL/MSBI developer",/rc/clk?jk=b591279ad4b851f2&fccid=144a39be55e8440b&vjs=3,"

Ciena",N.A,Ciena308 reviews,"Since 1992, Ciena has been driven by a relentless pursuit of network innovation. We believe in a network that grows smarter, more agile, and more responsive every day. This means that when you digitally interact in your world - picking up the phone, streaming video, texting a friend or loved one – your interactions are being enabled by Ciena technologies. Ciena makes your social / entertainment / business existence REAL.
Major Responsibilities
Interact with both internal and external customers/partners to establish and meet their applications system development needs
Provide encrypted data and database design (SQL Server) expertise and coordinate with existing data owners and IT DBAs
Assist in the identification, evaluation, selection, and implementation and extension of package applications, SW libraries, application toolkits and full software life cycle tools .
Self-starter with the ability to work closely with the functional departments, and comfortable taking ownership of the work in an agile environment
Perform on-call application support as necessary
Candidate must be able to work in India evening hours to overlap with business and IT development teams in Ciena US (East) offices. Ciena is flexible in allowing work from home during extended support hours.
Required Skills and Experience: :
SQL Server Database Backend development (Transact SQL, SSIS, SSRS, SSAS) and working knowledge of Oracle PL/SQL programming
Full Stack .Net Development skills in front-end (HTML and Javascript) and middle tier development using C#, Python, .net Core, Angular, etc.
Experience in developing cloud native applications preferably on Microsoft Azure Cloud, with Azure Developer or DevOps Engineer certification:
App Services, Microservices, Containers, Functions
Cloud Storage (BLOBS, Data Lakes, etc.) and Cloud Databases, Azure Cognitive Services
Serverless Architecture
DevOps, CICD, GIT, GITHUB, Test-Driven Development (TDD)
Any experience or exposure to Machine Learning technologies, HSM and AWS is a plus
Experience desired with PowerBI, Snowflake, Databricks.
Experience with Test-based Development using unit testing and end to end UI testing.
Strong understanding of object-oriented techniques, design patterns, FIPS compliance and best practices
Experience with third-party controls (e.g. Telerik, SoftArtisans).
Required Education:
Candidate must have at least a bachelor's degree in Computer Sciences or related field
Candidate must have at least 5+ years of software development experience.
LI-CN
About Ciena

Ciena is a network strategy and technology company with a passion to provide an experience, to you and our customers that is as rewarding as the outcome. We attract the best and brightest– those with outstanding talent, motivation, and the right attitude to contribute to our success. Our culture balances our openness and informality with professionalism and trust and is built on the foundation of our core values: Customer First, Integrity, Velocity, Innovation, and Outstanding People.
Ciena enables everyone to have a voice and a network that supports them while on the journey to discovering their passion and purpose. We trust each individual to do what they can to reach their full potential and make an impact on the business, whenever, wherever they are in the world. With Ciena’s highly innovative, forward-thinking business practices, we reward people for pushing the boundaries. Unlock your potential at Ciena!

Being You @ Ciena

As part of our commitment to diversity and inclusion, we want to foster an environment that values and respects all individual’s strengths, perspectives, ideas, and ability to meet the needs of our customers globally. Ciena values the diversity of its workforce and respects its employees as individuals, regardless of race, ethnicity, religion, gender, age, national origin, disability, sexual orientation, veteran or marital status or any other category protected by applicable law. We do not tolerate any form of discrimination.
Ciena is also committed to compliance with all fair employment practices regarding citizenship and immigration status.
If contacted in relation to a job opportunity, you should advise Ciena in a timely fashion of the specific accommodation measures required for you to be assessed in a fair and equitable manner."
