,title,url,co,sal,head,descp
116,"
Data Analyst",/rc/clk?jk=2e354a1b879961fd&fccid=50208b5bf45ee3b8&vjs=3,"

Honeywell",N.A,"Honeywell9,219 reviews","Design solutions to drive safe living and quality of life
The future is what you make it.

When you join Honeywell, you become a member of our global team of thinkers, innovators, dreamers and doers who make the things that make the future. That means changing the way we fly, fueling jets in an eco-friendly way, keeping buildings smart and safe and even making it possible to breathe on Mars.
Working at Honeywell isn’t just about developing cool things. That’s why all our employees enjoy access to dynamic career opportunities across different fields and industries.

Are you ready to help us make the future?
Join a company that is transforming from a traditional industrial company to a contemporary digital industrial business, harnessing the power of cloud, big data, analytics, Internet of Things, and design thinking.
You will lead change that brings value to our customers, partners, and shareholders through the creation of innovative software and data-driven products and services. You will work with customers to identify their high value business questions and work through their data to search for answers. You will be responsible for working within Honeywell to identify opportunities for new growth and efficiency based on data analysis.
JOB ACTIVITIES
As a Data Analyst/Data Engineer, you will be part of a team that delivers contemporary analytics solutions for the Information Management & Analytics function at Honeywell. You will build strong relationships with leadership to effectively deliver contemporary data analytics solutions and contribute directly to business success. You will develop solutions on data warehouse systems eco-system viz. Snowflake, IICS, Airflow etc.
You will identify and implement process improvements – and if you don’t like to do the same thing twice, you will automate where possible. You are always keeping an eye on scalability, optimization, and process. You have worked with Snowflake, IICS, Airflow before.
You will work on a team including scrum masters, product owners, data architects, peer data engineers/analyst, data scientists and DevOps. You and your team collaborate to build products from the idea phase through launch and beyond. The software you write makes it to production in sprints. Your team will be working on creating a new platform using your experience of APIs, microservices, and platform development.
YOU MUST HAVE
 Bachelor's degree in Computer Science, Engineering
 4 years of data engineering experience
 Have 2 to 4 years of data engineering experience in any data warehousing platform. Preferably Snowflake data platform, IICS (Informatica Intelligent Cloud Services) and Airflow.
 Strong data warehousing concepts.
 Strong SQL knowledge.
 Python programming experience.
 Experience in developing end to end data pipelines i.e., Ingestion, transformation, storage
WE VALUE
 Should have developed and deployed complex big data ingestion jobs in IICS (or other ELT tool) bringing prototypes to production on Snowflake (or any data warehouse platform).
 Experience in building advanced analytics solutions with data from enterprise systems like ERPs, CRMs, Marketing tools etc.
 Have worked in Snowflake data platform in designing/implementing the data models and SQL based transformations.
 Have experience in developing and building applications to process very large amounts of data (structured and unstructured), including streaming real-time data.
 Experience in writing complex SQL statements and debugging/improving performance of SQL statements using query profilers
 Experience in working with cloud-based deployments. Understanding of containers (Docker) & container orchestration (Swarm or Kubernetes).
 Good understanding of branching, build, deployment, CI/CD methodologies such as Octopus and Bamboo
 Experience working with in Agile Methodologies and Scrum Knowledge of software best practices, like Test-Driven Development (TDD)
 Effective communication skills and succinct articulation
 Experience with dimensional modeling, data warehousing and data mining
 Experience with machine learning solutions and data science methods promotion
 Database performance management and API development
 Technology upgrade oversight
 Experience with visualization software, Tableau preferred but not necessary.
 Understanding of best-in-class model and data configuration and development processes
 Experience working with remote and global teams and cross team collaboration
 Consistently makes timely decisions even in the face of complexity, balancing systematic analysis with decisiveness
Additional Information
JOB ID: HRD122193
Category: Information Technology
Location: Devarabisanahalli Village, KR Varturhobli,,East Taluk - Phase I,Bangalore,KARNATAKA,560103,India
Relocation Tier:
Band: 03
Referral Bonus: 15000
Requisition Type: Standard Requisition
US Citizenship:
FLSA Statement:
FLSA CODE: Exempt
Exempt"
117,"
Investment Banking Division- IBD Transaction Banking- Quanti...",/rc/clk?jk=75f3caa74a041811&fccid=16a97ed26c75bf2d&vjs=3,"

Goldman Sachs",N.A,"Goldman Sachs1,853 reviews","MORE ABOUT THIS JOB:

TxB Lending Engineering team is responsible for building data-driven decision models and processes for various business decisions through the client relationship like underwriting, pricing and collections. The team is also responsible for internal analytics like monitoring portfolio risk, projecting revenues and providing business insights.
In this role you will handle the following responsibilities:
Design/evaluate predictive models and advanced algorithms for decision making using statistical
modeling, feature engineering and machine learning techniques
Develop production quality code to implement and deploy these algorithms for production use
Interface with data architecture and other technology teams for production processes
Understand the business and interface with product and strategy teams in model selection and
monitoring processes
Help document your assumptions and methodologies, and perform validation and testing to
facilitate peer reviews and independent model validation
Build internal analytics/ dashboards for monitoring portfolio risk and providing client insights to
leadership team
RESPONSIBILITIES AND QUALIFICATIONS:

Basic Qualifications
BS/MS or PhD in a quantitative field – Computer Science, Mathematical Finance, Engineering,
Physics
2+ Years of experience in Mathematical Finance domain
Quantitative background including an understanding of probability and statistics
Strong programming background in compiled or scripting languages (Python, Java, etc.)
Ability to explain complex models and analysis to diverse audience
Preferred Qualifications
Either strong data science/ML experience or experience in SME lending or other loan modeling
is preferred
Familiarity with statistical computing languages or packages (pandas/numpy/scikit-learn,
Tensorflow, Keras, Pytorch)
Experience with version control and production quality code development
Familiarity with working with large datasets
Loan/Credit risk modeling or other similar financial modeling experience
ABOUT GOLDMAN SACHS:

ABOUT GOLDMAN SACHS
At Goldman Sachs, we commit our people, capital and ideas to help our clients, shareholders and the communities we serve to grow. Founded in 1869, we are a leading global investment banking, securities and investment management firm. Headquartered in New York, we maintain offices around the world.


We believe who you are makes you better at what you do. We're committed to fostering and advancing diversity and inclusion in our own workplace and beyond by ensuring every individual within our firm has a number of opportunities to grow professionally and personally, from our training and development opportunities and firmwide networks to benefits, wellness and personal finance offerings and mindfulness programs. Learn more about our culture, benefits, and people at GS.com/careers.


We’re committed to finding reasonable accommodations for candidates with special needs or disabilities during our recruiting process. Learn more: https://www.goldmansachs.com/careers/footer/disability-statement.html
© The Goldman Sachs Group, Inc., 2020. All rights reserved.
Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Veteran/Sexual Orientation/Gender Identity"
118,"
Data Analytics Engineer",/rc/clk?jk=35b257fddb033523&fccid=7136762d065a5ad7&vjs=3,"

Autodesk",N.A,Autodesk481 reviews,"Job Requisition ID #
20WD41353
Position Overview
We are looking for a savvy Data and Analytics Engineer to join our growing logging and data analytics team. The new hire will be responsible for expanding and optimizing our data pipeline architecture, as well as optimizing data flow and collection. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. The Data Engineer will support software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. They must be self-directed and comfortable supporting the data needs of multiple teams, platforms and products.
Responsibilities
Develop machine learning models and prototyping solutions, as well as analyzing large amounts of customer data for new opportunities to improve our technology and processes.
Deliver machine learning capabilities that enable the growth of Autodesk's logging and analytics platforms
Implement data processing pipelines to clean, transform and process large, complex data sets
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Work with Engineering and Product teams to define problems and integrate data solutions into customer facing products
Work with stakeholders to assist with data-related technical issues and support associated data infrastructure needs.
Build processes supporting data transformation, data structures, metadata, dependency and workload management.
Keep up to date with the latest and greatest in feature-sets and capabilities from public cloud providers (such as AWS and Azure) and find ways to apply them back help their team
Minimum Qualifications
Advanced SQL and experience with big data technology such as Hive, Presto, Glue, or Athena
Experience with Machine Learning, including recommender systems, classification, regression and optimization techniques
Proficient with the Python data science stack, e.g. Pandas, Sklearn, Pytorch etc.
Experience with scripting languages such as Python and Scala
Experience with big data tools such as Splunk, Elasticsearch, PySpark
Experience with SQL and NoSQL databases, including Postgres and AWS Dynamodb
Experience with AWS cloud services used often for data engineering including S3, EC2, Glue, Lambda, RDS, Redshift
Experience working with APIs to pull and push data
Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.
Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.
Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.
Strong analytical skills related to working with unstructured datasets.
Familiarity with Agile and SCRUM methodologies
Independently accountable and capable of solving problems with minimal guidance
Preferred Qualifications
Experience working with PowerBI to develop dashboards and reports
Experience working with agile, globally distributed teams
AWS Data Analytics Speciality Certification
AWS ML Certification
At Autodesk, we're building a diverse workplace and an inclusive culture to give more people the chance to imagine, design, and make a better world. Autodesk is proud to be an equal opportunity employer and considers all qualified applicants for employment without regard to race, color, religion, age, sex, sexual orientation, gender, gender identity, national origin, disability, veteran status or any other legally protected characteristic. We also consider for employment all qualified applicants regardless of criminal histories, consistent with applicable law.
Are you an existing contractor or consultant with Autodesk? Please search for open jobs and apply internally (not on this external site). If you have any questions or require support, contact Autodesk Careers ."
119,"
Routing Protocol Development Engineer",/rc/clk?jk=f8925dc93a942d59&fccid=b4227dbc4801c611&vjs=3,"
rtbrick.com",N.A,rtbrick.com,"Bangalore, Karnataka, India
We are looking for a hands on engineer to design and develop on RtBrick's Full Stack. You will be part of a fast paced team responsible for delivering quality code for large complex systems requirements. Open communications, empowerment, innovation, teamwork and customer success are the foundations of the team with ""Pay for Performance"" culture. Thus, you set your own limits for learning, achievements and rewards.
Requirements
Experience in C , Data Structure and Algorithms and Python for teting
Experience in design and development in any one of the Layer-3 Unicast routing protocols (e.g. BGP, IS-IS, OSPF), multicast routing protocols (e.g. PIM, IGMP, MSDP), MPLS signaling protocols (e.g. RSVP), Layer-3 VPNS, Layer2-VPNs or Access Protocols (PPPoE, DHCP)
Experience with git based deployment environment and Linux tool chain
Strong problem solving and software development/troubleshooting skills
MSEE/CS or BSEE/CS with 2-8 years of related experience is required
Strong written and verbal communication skills
Able to plan and execute tasks with minimal supervision
Team-player, can-do attitude, will work well in a group environment while being able to contribute well on an individual basis
Responsibilities
Participate on a project team of engineers involved in the development of software stack, with emphasis in routing protocols. Design, and deliver a new kind of software and features for Bare Metal Hardware. You will be exposed to design methodologies like finite state machines, schema driven code generation, Just-in-time compilers and various in-house as well as open-source tools and libraries. Write complete functional and design specs independently. Write portions of product spec. Lead development of subsystems. Design & Develop large portions of software independently and rapidly."
120,"
IT Helpdesk Engineer",/rc/clk?jk=c75aad1572688a52&fccid=2ef7ebb4911abfb0&vjs=3,"
Tekion",N.A,Tekion,"At Tekion, we're building the only cloud-native platform that is transforming the automotive retail industry, leapfrogging it into the future and providing unparalleled customer experience. We're creating seamlessly integrated, elegant, and intuitive solutions built with cutting edge technology and powered by Big Data, Machine Learning (ML)/ AI and Internet of Things (Connected vehicle to connected devices). We’re harnessing passion, entrepreneurial spirit, deep industry expertise and the latest technologies to create something very special. We're inventing new technology along the way to overcome barriers and solve big problems, all while having a blast doing it!
IT Helpdesk Engineer

Responsibilities:

Diagnosing and troubleshooting firewall, router, switch and access point problems at local and remote offices.
Install, maintain and upgrade equipment and its associated infrastructure.
Provides network and host based security, incident response, firewall and VPN management and administration
Provide existing support for laptops (Mac and Windows) and applications
Manage projects and maintenance tasks working ticketing system
Monitors Network for usage anticipate and identify problems suggest solutions
Implement the necessary controls and procedures to protect information systems
Work with 3rd party vendors and providers with support
Ensure that system is resilient and can recover from outage
Provide end user desktop support for Mac and Windows laptops
Perform other tasks as requested by manager
Ability to work in 24/7 shifts

Required Skills:

Knowledge in MDM administration
Knowledge in Identity Provider administration and management such as Okta, OneLogin, Active Directory
Knowledgeable in application transport and network infrastructure protocols (SSL/TLS, DNS, DHCP, WINS, NTP, HTTP, SMTP, CIFS, LDAP, and MS AD) and possess an understanding of how to support these applications /protocols when access through VPN and Firewall appliances
Hands on experience working with VPN technologies
Identifies, researches, and resolves technical problems.
Documents, tracks and monitors the problem to ensure a timely resolution.
Expert-level skills with Windows and Mac OS
Experience or knowledge of Cloud technologies (AWS, Azure, etc)
Ability to learn quickly new or unfamiliar technologies and products, independently using documentation and online resources

Other Essential Skills:

Interpersonal and communication skills to both technical and non-technical audiences located in different geographical regions (USA and India)
Ability to visualize, articulate, conceptualize or solve both complex and uncomplicated problems by making decisions that are sensible given the available information
Enjoys helping people
Shows initiative and is motivated to undertake projects, research, and development opportunities on their own

Experience

2 to 4 years of Helpdesk Support or IT related experience

Tekion is proud to be an Equal Employment Opportunity employer. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.

For California residents you can review Tekion's California Privacy Policy here."
121,"
Machine Learning Engineer",/rc/clk?jk=73e0bc0f678753b5&fccid=0915096247b03532&vjs=3,"

abc consultants",N.A,abc consultants34 reviews,"Job Description
Work Responsibilities
You will work closely with other Engineers, Product Managers, and Data Scientists to develop, improve, and deploy machine learning models and to solve other optimization problems.


Qualifications
You excel at software engineering and programming in Python and SQL for production systems.

You have a diverse range of data skills including experimentation, statistics, and machine learning, and have used these skills to inform business decisions.

You have a keen eye for detail and a healthy skepticism for data before relying upon it.


Project Examples

Credit Decisions

Customer Service

Fraud Prevention

Product Growth

Paid Growth / Marketing

Interested or relevant candidates, please email their CVs at

manveen.kaur@abcconsultants.in
Key Skills
machine learning
python
SQL
Education
B.Tech/B.E."
122,"
Service Delivery Engineer_ Suse & RHEL Administration",/rc/clk?jk=e283ad74b689c176&fccid=dd09fe3b43125016&vjs=3,"

Virtustream",N.A,"Virtustream10,398 reviews","Service Delivery Engineer 2
Dell Technologies customers rely on our products and services to drive progress. So we take the service we provide extremely seriously. Service Delivery is all about making sure our technical solutions help clients fulfil their priorities, challenges and initiatives. As trusted advisors, we build in-depth knowledge of what each client wants to achieve. Then we make sure the services delivered by Dell Technologies deliver on all our promises. We also work closely with Sales and Global Services colleagues to develop strategic account growth plans, and to identify and pursue sales opportunities.
Join us to do the best work of your career and make a profound social impact as a Senior Engineer on our Service Delivery team in Bangalore

What you’ll achieve
As a Service Delivery Engineer, you will provide world-class delivery support to our customers by building an in-depth knowledge of our customers’ priorities and initiatives and becoming a trusted advisor that avoids customer impact and facilitates continuous improvement. You will identify potential sales and growth opportunities and will partner with key stakeholders to maximize these prospects.
You will:
Working majority on Incidents and Service request.
Provide TIER 2 troubleshooting support to the client.
Monitor and troubleshoot the issues and performs day to day administration task.
Perform the system administration tasks and patching
Executes the scheduled changes and the tasks.
Take the ownership of the tickets and work towards the resolution
Perform the activities within the defined SLA
Adhere to the Change Management and incident management process
Required to work in 24*7 shift roster Performs specific delivery management activities.
Take the first step towards your dream career
Every Dell Technologies team member brings something unique to the table. Here’s what we are looking for with this role:
Essential Requirements
4+ years of relevant experience in Suse and RHEL system administration and troubleshooting.
Experience in working on Production environment, hands on experience in doing security and kernel patching.
Experience in troubleshooting the file system related issues.
Experience in troubleshooting of Redhat Linux and Suse in VMware Environment
RHCSA and RHCE certification or course work .
Here’s our story; now tell us yours
Dell Technologies helps organizations and individuals build a brighter digital tomorrow. Our company is made up of more than 150,000 people, located in over 180 locations around the world. We’re proud to be a diverse and inclusive team and have an endless passion for our mission to drive human progress.
What’s most important to us is that you are respected, feel like you can be yourself and have the opportunity to do the best work of your life — while still having a life. We offer excellent benefits, bonus programs, flexible work arrangements, a variety of career development opportunities, employee resource groups, and much more.
We started with computers, but we didn’t stop there. We are helping customers move into the future with multi-cloud, AI and machine learning through the most innovative technology and services portfolio for the data era. Join us and become a part of what’s next in technology, starting today.
You can also learn more about us by reading our latest Diversity and Inclusion Report and our plan to make the world a better place by 2030 here.
Application closing date:
Dell is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Dell are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Dell will not tolerate discrimination or harassment based on any of these characteristics. Dell encourages applicants of all ages. Read the full Employment Opportunity Policy here.
Job ID: R098404"
123,"
Data Engineer",/rc/clk?jk=ee75bd9e1787099b&fccid=dec008cfb3e077e0&vjs=3,new,N.A,Omnitracs LLC,"Overview:

We are looking for an experienced Data engineer to join our Cloud Data Platform team, leading the design, development, and delivery of our high-performance analytics engines (computer vision, machine learning, sensor fusion, running in vehicle and in the cloud), high throughput and high accuracy vehicle event analysis engines (in vehicle and in the cloud), and robust and flexible coaching workflow, reporting, and alert management engines.
Responsibilities:
Design and development of Internet-of-things based cloud data applications for data collection, modelling, processing, and storage to enable Omnitracs services and solutions
Partner with product, QA and other technical teams in test strategy, Integration testing, release planning and coordination
Proactively monitor, identify, and escalate issues or root causes of systemic issues
Diagnose, characterize, and address performance and stability issues.
Team player with a demonstrable ability to learn quickly and get the job done
Document and communicate module and framework functions, interfaces, and performance criteria to diverse audiences.
Our Stack
Code: Node.js + Typescript, Go, Python, Scala
DataProcessing: Kafka, Flink, Cassandra, Elasticsearch, Redis, S3
Frontend: React,MobX, GraphQL, Webpack, Jest
Systems: Kubernetes, Docker, Hybrid Cloud
Legacy: C#, ASP.NET, SQL
Required skills:
Excellent coding skills in Java and/or Scala
Proven experience with at least one of the:
SQL datastores (SqlServer, MySQL, Postgres, Oracle)
NoSQL stores (Cassandra, MongoDB, Influx DB, HBase/HDFS, Elastic Search)
Experience with batch data processing systems such as Spark and CEP event/stream based systems such as Flink, Spark-Streaming
Experience leveraging CI/CD and robust build/test automation, with a preference for cross platform stacks and containerization (Git, Jenkins, Crucible, Sonar, Docker, etc.)
Experience of having worked in a geographically distributed engineering team environment
Self-motivated learner and builder with strong customer focus and obsession with quality
Good knowledge of data structures and algorithms
Excellent debugging and problem-solving capability
Desired Skills:
Experience in application design for transactional processing, Analytics, RESTful services, and machine learning will be a big plus
Experience with public cloud compute platforms (AWS, Azure, etc.) is a big plus Strong preference for internet of things (IoT), large scale telematics, autonomous/semi-autonomous driving, machine learning, and computer vision experience
Expertise in implementing distributed micro-services and/or serverless (lambda) cloud software architecture
Preferred expertise with integration of complex and large data from multiple data sources, data and sensor fusion, and migration to newer methodologies
Experience committing code to open source foundations based on Apache, MIT, GPL, GNU licensing models
Qualifications:
EDUCATION: Masters/ Bachelors degree in Computer Science (or related field) or equivalent
EXPERIENCE: Minimum 4+ years’ experience in Enterprise/ Internet / E-Commerce commercial software product development"
124,"
Systems Development Engineer 2",/rc/clk?jk=1e3975afdc99da4b&fccid=dd09fe3b43125016&vjs=3,new,N.A,"Dell Technologies10,398 reviews","Dell Technologies is a worldwide provider and leader of information technology products, services and business solutions to a broad range of clients. We at Dell create technologies that drive human progress and our vision is to become the essential infrastructure company from edge to the data center to the cloud. You have an opportunity to join us to drive the vision forward. We are currently looking for a software development system engineer to join our Networking and Solutions engineering team in Austin, TX. This role not only offers software development challenges but additionally helps excel your learnings in full systems and solutions development.
We seek men and women who share our values, thrive in a team environment, and recognize the importance of accountability; people who strive to exceed expectations to ensure our Clients' success. Dell Technologies is as diverse in people as it is on its technology offerings, which offers personal and professional growth in culturally rich professional working environment.
Role Overview:
The candidate we are seeking will be participating in architectural design, develop and characterize cutting edge industry first enterprise solutions in the space of Artificial Intelligence, Machine/Deep Learning, and Software-Defined Data Center that are built upon underlying virtualized, physical or hybrid infrastructure which comprised of servers, external storage (or software defined storage), networking (or software defined networking), infrastructural management suites and associated application/workload software. Your job role includes following responsibilities:
Evaluate emerging technologies and conduct proof of concepts in order to make engineering recommendations.
Develop scripts and software utilities as applicable to automate design validation, load simulation and deployment of packaged solutions.
Characterize solution performance to generate capacity planning/sizing data.
Collaborate with other Dell engineering teams and partners such as Intel, Microsoft, VMware, RedHat to drive requirements and leverage capabilities.
Setup and participate in demos to showcase the end-to-end solution capabilities on Dell products to both Dell internal teams and Dell customers.
Develop engineering collaterals such as reference architectures, technical papers, sales aids, design/deployment best practices, packaged solutions, etc.
Qualifications - Critical Requirements:
BS/MS in Computer Science or Computer Engineering with solid foundational knowledge
Strong scripting skills and experience in scripting languages like PowerShell, Shell, Perl, Python, etc
Understanding of software development lifecycles and Agile development methodology
Understanding of computer architectures like x86 and ARM.
System Architecture foundation with strong, hands-on experience with Windows or Linux operating systems
Ability to write and analyze requirements, functional specifications, design specifications, test plans, and documentation
Strong communication and presentation skills.
Preferences – Desirable Skills:
Working experience of VMware, Microsoft or KVM virtualization technologies a plus
Various HW/SW knowledge and potential exposure to a variety of areas such as: Servers, OSes, Clustering, Databases, Applications, Networking, and Storage (SAN, DAS, NAS switches, backup)
Looking for tinkers out there who either through their prior internship or self-learning initiatives has experience on AWS, Azure or GCP technologies
System Architecture foundation with strong, hands-on experience with Windows or Linux operating systems
Demonstrate self-motivation, apply educational learnings to hands-on project undertakings, cross discipline collaboration initiatives and eagerness to learn new technologies is a plus.
Quick learner, motivated self-starter, innovative problem-solver, with good analytical and organizational skills
Troubleshooting skill, analytical mindset to investigate complicated problem and plan resolving approaches holistically
Job ID: R103385"
125,"
Data Engineer",/rc/clk?jk=ee75bd9e1787099b&fccid=dec008cfb3e077e0&vjs=3,new,N.A,Omnitracs LLC,"Overview:

We are looking for an experienced Data engineer to join our Cloud Data Platform team, leading the design, development, and delivery of our high-performance analytics engines (computer vision, machine learning, sensor fusion, running in vehicle and in the cloud), high throughput and high accuracy vehicle event analysis engines (in vehicle and in the cloud), and robust and flexible coaching workflow, reporting, and alert management engines.
Responsibilities:
Design and development of Internet-of-things based cloud data applications for data collection, modelling, processing, and storage to enable Omnitracs services and solutions
Partner with product, QA and other technical teams in test strategy, Integration testing, release planning and coordination
Proactively monitor, identify, and escalate issues or root causes of systemic issues
Diagnose, characterize, and address performance and stability issues.
Team player with a demonstrable ability to learn quickly and get the job done
Document and communicate module and framework functions, interfaces, and performance criteria to diverse audiences.
Our Stack
Code: Node.js + Typescript, Go, Python, Scala
DataProcessing: Kafka, Flink, Cassandra, Elasticsearch, Redis, S3
Frontend: React,MobX, GraphQL, Webpack, Jest
Systems: Kubernetes, Docker, Hybrid Cloud
Legacy: C#, ASP.NET, SQL
Required skills:
Excellent coding skills in Java and/or Scala
Proven experience with at least one of the:
SQL datastores (SqlServer, MySQL, Postgres, Oracle)
NoSQL stores (Cassandra, MongoDB, Influx DB, HBase/HDFS, Elastic Search)
Experience with batch data processing systems such as Spark and CEP event/stream based systems such as Flink, Spark-Streaming
Experience leveraging CI/CD and robust build/test automation, with a preference for cross platform stacks and containerization (Git, Jenkins, Crucible, Sonar, Docker, etc.)
Experience of having worked in a geographically distributed engineering team environment
Self-motivated learner and builder with strong customer focus and obsession with quality
Good knowledge of data structures and algorithms
Excellent debugging and problem-solving capability
Desired Skills:
Experience in application design for transactional processing, Analytics, RESTful services, and machine learning will be a big plus
Experience with public cloud compute platforms (AWS, Azure, etc.) is a big plus Strong preference for internet of things (IoT), large scale telematics, autonomous/semi-autonomous driving, machine learning, and computer vision experience
Expertise in implementing distributed micro-services and/or serverless (lambda) cloud software architecture
Preferred expertise with integration of complex and large data from multiple data sources, data and sensor fusion, and migration to newer methodologies
Experience committing code to open source foundations based on Apache, MIT, GPL, GNU licensing models
Qualifications:
EDUCATION: Masters/ Bachelors degree in Computer Science (or related field) or equivalent
EXPERIENCE: Minimum 4+ years’ experience in Enterprise/ Internet / E-Commerce commercial software product development"
126,"
Systems Development Engineer 2",/rc/clk?jk=1e3975afdc99da4b&fccid=dd09fe3b43125016&vjs=3,new,N.A,"Dell Technologies10,398 reviews","Dell Technologies is a worldwide provider and leader of information technology products, services and business solutions to a broad range of clients. We at Dell create technologies that drive human progress and our vision is to become the essential infrastructure company from edge to the data center to the cloud. You have an opportunity to join us to drive the vision forward. We are currently looking for a software development system engineer to join our Networking and Solutions engineering team in Austin, TX. This role not only offers software development challenges but additionally helps excel your learnings in full systems and solutions development.
We seek men and women who share our values, thrive in a team environment, and recognize the importance of accountability; people who strive to exceed expectations to ensure our Clients' success. Dell Technologies is as diverse in people as it is on its technology offerings, which offers personal and professional growth in culturally rich professional working environment.
Role Overview:
The candidate we are seeking will be participating in architectural design, develop and characterize cutting edge industry first enterprise solutions in the space of Artificial Intelligence, Machine/Deep Learning, and Software-Defined Data Center that are built upon underlying virtualized, physical or hybrid infrastructure which comprised of servers, external storage (or software defined storage), networking (or software defined networking), infrastructural management suites and associated application/workload software. Your job role includes following responsibilities:
Evaluate emerging technologies and conduct proof of concepts in order to make engineering recommendations.
Develop scripts and software utilities as applicable to automate design validation, load simulation and deployment of packaged solutions.
Characterize solution performance to generate capacity planning/sizing data.
Collaborate with other Dell engineering teams and partners such as Intel, Microsoft, VMware, RedHat to drive requirements and leverage capabilities.
Setup and participate in demos to showcase the end-to-end solution capabilities on Dell products to both Dell internal teams and Dell customers.
Develop engineering collaterals such as reference architectures, technical papers, sales aids, design/deployment best practices, packaged solutions, etc.
Qualifications - Critical Requirements:
BS/MS in Computer Science or Computer Engineering with solid foundational knowledge
Strong scripting skills and experience in scripting languages like PowerShell, Shell, Perl, Python, etc
Understanding of software development lifecycles and Agile development methodology
Understanding of computer architectures like x86 and ARM.
System Architecture foundation with strong, hands-on experience with Windows or Linux operating systems
Ability to write and analyze requirements, functional specifications, design specifications, test plans, and documentation
Strong communication and presentation skills.
Preferences – Desirable Skills:
Working experience of VMware, Microsoft or KVM virtualization technologies a plus
Various HW/SW knowledge and potential exposure to a variety of areas such as: Servers, OSes, Clustering, Databases, Applications, Networking, and Storage (SAN, DAS, NAS switches, backup)
Looking for tinkers out there who either through their prior internship or self-learning initiatives has experience on AWS, Azure or GCP technologies
System Architecture foundation with strong, hands-on experience with Windows or Linux operating systems
Demonstrate self-motivation, apply educational learnings to hands-on project undertakings, cross discipline collaboration initiatives and eagerness to learn new technologies is a plus.
Quick learner, motivated self-starter, innovative problem-solver, with good analytical and organizational skills
Troubleshooting skill, analytical mindset to investigate complicated problem and plan resolving approaches holistically
Job ID: R103385"
127,"
Research & Development Engineers",/rc/clk?jk=e775747f2624f98a&fccid=b175e275d9df95e0&vjs=3,"
Niramai",N.A,Niramai,"We are inviting applications from Research & Development engineers to work on an exciting health tech projects at NIRAMAI. If you have good problem solving skills, a passion for machine learning research and creating social impact, this is the right place for you.
Skills and Abilities:
Working Knowledge of installation and data collection of IR cameras.
Knowledge and experience in Image & Video Processing, applied Machine Learning and Statistics is preferred.
Experience in Medical imaging is preferred.
Excellent analytical skills as well as oral and written communication skills
Self-motivated, to be able to thrive in a fast paced, research-focused, collaborative environment
Ability to work hands-on with minimal supervision or assistance in at least one programming language such as Python/Matlab
Experience with frameworks such as Keras, Tensorflow and Computer Vision library such as openCV, is preferred.
Troubleshooting of H/W and S/W installation on job is preferred.
Experience required: 1-2 years of research experience in the relevant areas is desirable.
Education and Experience:
B.E (Masters) in computer science, computer engineering, electrical engineering, or a related engineering or science discipline from top tier institutes for Senior Research Scientist and Research Scientist (Senior Research Engineer and Research Engineer). Proven track record of research"
